1683997599,8850621.356815081
1683997601,0
1683997602,0
1683997603,11896.056251910728
1683997604,11896.056251910728
1683997605,11896.056251910728
1683997606,11896.056251910728
1683997607,11896.056251910728
1683997608,11896.056251910728
1683997609,23431.08506348735
1683997610,23431.08506348735
1683997611,23431.08506348735
1683997612,23431.08506348735
1683997613,11535.028811576623
1683997614,11535.028811576623
1683997615,11535.028811576623
1683997621,415.2684138490394
1683997622,8609.665137078999
1683997623,18490.60049022032
1683997624,21880.366045125724
1683997625,21880.366045125724
1683997626,21880.366045125724
1683997627,21880.366045125724
1683997628,21880.366045125724
1683997629,21880.366045125724
1683997630,21880.366045125724
1683997631,21465.097631276683
1683997632,21465.097631276683
1683997633,11983.616149795202
1683997634,11983.616149795202
1683997635,11983.616149795202
1683997636,11983.616149795202
1683997637,11983.616149795202
1683997638,8320.624146674467
1683997639,0
1683997640,0
1683997641,0
1683997642,0
1683997643,0
1683997644,0
1683997645,0
1683997646,0
1683997647,0
1683997648,0
1683997649,0
1683997650,0
1683997651,0
1683997652,0
1683997653,0
1683997654,0
1683997655,0
1683997656,0
1683997657,0
1683997658,0
1683997659,0
1683997660,0
1683997664,5469.6657618563995
1683997665,5797.416354291693
1683997666,6125.166946726987
1683997667,6452.917539162281
1683997668,6780.668131597574
1683997669,7108.418724032867
1683997670,7436.169316468163
1683997671,9832.517773058813
1683997672,17542.635420117636
1683997673,17542.635420117636
1683997674,15907.582623709925
1683997675,15907.582623709925
1683997676,15907.582623709925
1683997677,15907.582623709925
1683997678,15907.582623709925
1683997679,15907.582623709925
1683997680,15907.582623709925
1683997681,15907.582623709925
1683997682,8197.464976651101
1683997683,6453.569670113245
1683997684,6453.569670113245
1683997685,5373.197673735797
1683997686,8622.743039642502
1683997687,8622.743039642502
1683997688,8622.743039642502
1683997689,8622.743039642502
1683997690,17344.774161673624
1683997691,17344.774161673624
1683997692,17344.774161673624
1683997693,17344.774161673624
1683997694,19051.931000873315
1683997695,19051.931000873315
1683997696,19051.931000873315
1683997697,19051.931000873315
1683997698,16630.35929789838
1683997699,16039.133581623533
1683997700,15703.317231190176
1683997701,15367.50088075682
1683997702,6309.653408292341
1683997703,5973.837057858984
1683997704,27098.08073959586
1683997705,27098.08073959586
1683997706,27098.08073959586
1683997707,27098.08073959586
1683997708,27098.08073959587
1683997709,27098.08073959587
1683997710,27098.08073959587
1683997711,27098.08073959587
1683997712,27098.08073959587
1683997713,27098.08073959587
1683997714,41380.91684963074
1683997715,40541.05627960818
1683997716,26258.220169573313
1683997717,26258.220169573313
1683997718,26258.220169573313
1683997719,26258.220169573313
1683997720,1286.43216080402
1683997721,1286.43216080402
1683997722,1286.43216080402
1683997723,1286.43216080402
1683997724,1286.43216080402
1683997725,1286.43216080402
1683997726,1286.43216080402
1683997727,2116.5152525914596
1683997728,2157.73908511964
1683997729,2523.1471366494306
1683997730,2523.1471366494306
1683997731,2523.1471366494306
1683997732,2523.1471366494306
1683997733,2523.1471366494306
1683997734,1236.7149758454107
1683997735,1236.7149758454107
1683997736,1236.7149758454107
1683997737,1236.7149758454107
1683997738,57154.27486273377
1683997739,57154.27486273377
1683997740,146756.86753034568
1683997741,146756.86753034568
1683997742,146756.86753034568
1683997743,146756.86753034568
1683997744,184137.16547247145
1683997745,214255.34893184883
1683997746,214255.34893184883
1683997747,214255.34893184883
1683997748,214255.34893184883
1683997749,214255.34893184883
1683997750,96391.89887319665
1683997751,77361.56517320234
1683997752,81477.87685756372
1683997753,81705.49231192305
1683997754,81933.1077662824
1683997755,82160.72322064172
1683997756,82388.33867500105
1683997757,41550.931404136536
1683997758,43125.00607875852
1683997759,43125.00607875852
1683997760,43125.00607875852
1683997761,43125.00607875852
1683997762,43125.00607875852
1683997763,43125.00607875852
1683997764,41465.57560875179
1683997765,31159.015258962958
1683997766,29721.51505633767
1683997767,27298.501008239597
1683997768,16821.477285120905
1683997769,16593.861830761572
1683997770,12562.90594178494
1683997771,23515.340764636792
1683997772,23515.340764636792
1683997773,23515.340764636792
1683997774,23689.35724862014
1683997775,23689.35724862014
1683997776,23689.35724862014
1683997777,23689.35724862014
1683997778,23689.35724862014
1683997779,23689.35724862014
1683997780,23515.340764636792
1683997781,10952.434822851854
1683997785,5446.808510638298
1683997786,5446.808510638298
1683997787,5446.808510638298
1683997788,5446.808510638298
1683997789,11048.81443723962
1683997790,11048.81443723962
1683997791,11526.259360890395
1683997792,11526.259360890395
1683997793,11526.259360890395
1683997794,11526.259360890395
1683997795,11526.259360890395
1683997796,11526.259360890395
1683997797,6079.4508502520985
1683997798,6079.4508502520985
1683997799,10772.998082222304
1683997800,10772.998082222304
1683997801,5170.992155620983
1683997802,5170.992155620983
1683997803,5170.992155620983
1683997804,4693.547231970208
1683997805,4693.547231970208
1683997806,4693.547231970208
1683997807,11781.968626161975
1683997808,11781.968626161975
1683997809,11781.968626161975
1683997810,11781.968626161975
1683997811,11781.968626161975
1683997812,11781.968626161975
1683997813,12358.848158077679
1683997814,12358.848158077679
1683997815,12933.587287877104
1683997816,12933.587287877104
1683997817,12933.587287877104
1683997818,12933.587287877104
1683997819,5845.165893685336
1683997820,5845.165893685336
1683997821,5845.165893685336
1683997822,5845.165893685336
1683997823,5845.165893685336
1683997824,5845.165893685336
1683997825,5845.165893685336
1683997826,12854.947512715993
1683997827,27688.808988496887
1683997828,27688.808988496887
1683997829,34856.62522888173
1683997830,34856.62522888173
1683997831,34856.62522888173
1683997832,34856.62522888173
1683997833,34856.62522888173
1683997834,34856.62522888173
1683997835,34856.62522888173
1683997836,34856.62522888173
1683997837,14176.556440515407
1683997838,14176.556440515407
1683997839,14176.556440515407
1683997840,14176.556440515407
1683997841,14176.556440515407
1683997842,14176.556440515407
1683997843,4715.509203568532
1683997844,9879.531925854342
1683997845,11329.615585221738
1683997846,11329.615585221738
1683997847,11329.615585221738
1683997848,9920.13979608954
1683997849,9707.533145643472
1683997850,9494.926495197407
1683997851,9282.31984475134
1683997852,8924.720433162107
1683997853,8924.720433162107
1683997854,8924.720433162107
1683997855,8924.720433162107
1683997856,7330.19906209592
1683997857,2378.7829902561784
1683997858,2378.7829902561784
1683997859,2378.7829902561784
1683997860,2378.7829902561784
1683997861,2378.7829902561784
1683997862,6430.885216142411
1683997863,6430.885216142411
1683997864,6430.885216142411
1683997865,6430.885216142411
1683997866,6430.885216142411
1683997867,8675.434009964316
1683997868,8675.434009964316
1683997869,8675.434009964316
1683997870,8675.434009964316
1683997871,8675.434009964316
1683997872,8675.434009964316
1683997873,8675.434009964316
1683997874,5872.538653658086
1683997875,5942.186672702466
1683997876,6011.834691746846
1683997877,6081.482710791227
1683997878,6151.130729835607
1683997879,6220.778748879987
